gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,group
ANKRD49,NA,0.648688098,0.514,0.271,NA,NO
MTRNR2L10,3.35E-05,0.648014671,0.6,0.286,1,NO
RPL5P14,0.422285662,0.647939934,0.143,0.129,1,NO
LINC00623,0.031126704,0.647770141,0.857,0.7,1,NO
LINC01392,NA,0.647698256,0.057,0.143,NA,NO
MB21D2,0.017313875,0.647448676,0.886,0.657,1,NO
RPLP0P9,0.000448203,0.647328382,0.486,0.114,1,NO
CORO7-PAM16,NA,0.647328382,0.143,0.071,NA,NO
C2orf43,0.021730679,0.647246779,0.814,0.643,1,NO
TANC1,0.016523757,0.647199633,0.643,0.5,1,NO
MCL1,0.011896057,0.647155305,0.971,0.771,1,NO
SLC17A9,0.107669679,0.647118977,0.214,0.071,1,NO
TP53I11,0.182144766,0.646964727,0.829,0.457,1,NO
GAPDHP44,0.020105504,0.64689025,0.3,0.071,1,NO
HEBP2,NA,0.64669149,0.629,0.214,NA,NO
MIR29B1,0.07762907,0.646363045,0.4,0.1,1,NO
BHLHE40-AS1,0.162111516,0.646004656,0.671,0.514,1,NO
RPS15AP1,0.00196819,0.645891499,0.471,0.071,1,NO
MRPS23,0.263373275,0.645734473,0.571,0.343,1,NO
LINC01285,0.048697456,0.645716532,0.286,0.229,1,NO
MC1R,NA,0.645639864,0.414,0.314,NA,NO
LINC00595,0.128394605,0.645335119,0.114,0.029,1,NO
CCDC158,0.044838416,0.645276864,0.457,0.329,1,NO
GAL3ST2,0.10005633,0.644905041,0.257,0.129,1,NO
GABARAPL2,0.010368373,0.644670214,0.986,0.857,1,NO
KRT8P42,0.146539268,0.644668747,0.171,0.014,1,NO
LINC01339,0.551996281,0.644668747,0.229,0.357,1,NO
LINC00309,NA,0.64457199,0.329,0.2,NA,NO
GAPDHP74,NA,0.644519345,0.1,0.029,NA,NO
ZC3H6,0.047733943,0.644395414,0.943,0.729,1,NO
NDUFA3,0.026741417,0.644253337,0.971,0.8,1,NO
TROVE2,0.18405096,0.643949054,0.929,0.7,1,NO
SNRPA,0.569203102,0.643762657,0.557,0.343,1,NO
INTS4,0.002240865,0.643677885,0.971,0.929,1,NO
SNX6,0.009304718,0.643587756,0.929,0.9,1,NO
C4orf27,0.071607099,0.643226513,0.643,0.4,1,NO
HIST1H1E,NA,0.643143572,0.229,0.214,NA,NO
KAT2B,NA,0.642770232,0.8,0.571,NA,NO
RPL9P25,NA,0.642677999,0.243,0.086,NA,NO
TOP3B,0.203448541,0.642573224,0.414,0.214,1,NO
DBNL,0.002234332,0.642062908,0.871,0.571,1,NO
HPD,0.002494734,0.641952479,0.386,0.186,1,NO
TCP1P3,0.571496785,0.641952479,0.129,0.1,1,NO
EIF3F,0.037529816,0.641773131,0.929,0.643,1,NO
TMLHE,0.23072149,0.641611385,0.543,0.371,1,NO
CEL,NA,0.641546029,0.171,0.043,NA,NO
HSPD1P4,0.042064231,0.641105579,0.171,0.129,1,NO
MT3,NA,0.640978222,0.986,0.914,NA,NO
EIF2AK1,0.037522407,0.640788473,0.843,0.514,1,NO
ALG1L2,NA,0.640750279,0.129,0.114,NA,NO
ZC3HC1,0.026965317,0.640651204,0.614,0.586,1,NO
ZSWIM7,NA,0.640259551,0.771,0.471,NA,NO
RPL7P1,0.005243284,0.640104055,0.386,0.086,1,NO
CTHRC1,0.345317566,0.639888711,0.443,0.257,1,NO
ARPC5,0.002993673,0.639703551,0.971,0.857,1,NO
SDC2,0.256393337,0.639377423,0.686,0.457,1,NO
ZNF621,0.143822007,0.639302335,0.429,0.286,1,NO
PRICKLE3,NA,0.638733757,0.114,0.014,NA,NO
TMEM126A,0.05086544,0.638504354,0.786,0.557,1,NO
TSPAN10,0.636592956,0.638325726,0.2,0.129,1,NO
GAR1,0.234523104,0.63815544,0.5,0.371,1,NO
PRH1-PRR4,0.96972331,0.637974334,0.443,0.414,1,NO
NPSR1,NA,0.637955588,0.271,0.143,NA,NO
MNS1,0.094706962,0.637429921,0.4,0.229,1,NO
FAM71D,0.138559941,0.637429921,0.229,0.214,1,NO
LINC01348,0.167701789,0.637429921,0.114,0.029,1,NO
SLC25A1,0.120895737,0.637104806,0.714,0.314,1,NO
KIF25,NA,0.636677537,0.171,0.071,NA,NO
TCF24,0.123048771,0.636187824,0.171,0.1,1,NO
BCL10,0.089564846,0.636116589,0.757,0.486,1,NO
RPS12P29,0.008852408,0.636036685,0.329,0.057,1,NO
HNRNPA1P38,0.208860275,0.636036685,0.229,0.014,1,NO
G3BP1,0.104354043,0.636001934,0.886,0.714,1,NO
DAP3,0.000709459,0.635779967,0.971,0.914,1,NO
FEM1A,0.378796985,0.635682258,0.429,0.2,1,NO
DNPEP,0.196820377,0.635200098,0.514,0.414,1,NO
SET,0.10693771,0.634836483,1,0.786,1,NO
DCT,0.251747265,0.634818707,0.529,0.414,1,NO
BCL6,0.042487801,0.634343493,0.857,0.643,1,NO
COL6A2,NA,0.633990837,0.186,0.171,NA,NO
MAEA,0.069836204,0.633987302,0.857,0.714,1,NO
C2orf42,0.033433765,0.633809605,0.657,0.443,1,NO
RPL23P8,0.001589519,0.633461018,0.443,0.071,1,NO
RNU11,0.028171734,0.633461018,0.286,0.043,1,NO
MIR222,0.078935504,0.633461018,0.214,0.043,1,NO
XRCC6,0.006813794,0.633294833,0.971,0.843,1,NO
BAX,NA,0.633254245,0.829,0.4,NA,NO
ASNA1,0.00543044,0.633196624,0.829,0.529,1,NO
SLC52A2,NA,0.633146034,0.486,0.286,NA,NO
NBPF14,NA,0.632628934,0.514,0.157,NA,NO
PPP1R16A,0.009402743,0.632350003,0.614,0.571,1,NO
ZNF852,0.021437167,0.632268215,0.343,0.229,1,NO
AKIRIN2,0.051031173,0.631883548,0.886,0.786,1,NO
OTUD4P1,0.051916291,0.631756712,0.243,0.086,1,NO
GAPDHP58,0.136848468,0.631612594,0.129,0.014,1,NO
NHLRC1,0.254201999,0.631612594,0.114,0.014,1,NO
ADAM9,0.000163551,0.630903045,0.986,0.929,1,NO
ZNF784,NA,0.63076619,0.186,0.143,NA,NO
REXO2,0.652146843,0.630469109,0.614,0.514,1,NO
DDR1,NA,0.630305486,0.457,0.186,NA,NO
SLC27A5,0.106640344,0.630128817,0.357,0.243,1,NO
GALNT15,0.175230912,0.629085054,0.529,0.3,1,NO
TBC1D31,0.20277772,0.629017681,0.643,0.543,1,NO
S1PR2,NA,0.62881679,0.271,0.086,NA,NO
GCSH,0.094663032,0.628610386,0.571,0.429,1,NO
AES,0.027851781,0.628593957,0.929,0.743,1,NO
SNN,0.0897232,0.628566208,0.929,0.671,1,NO
SMTNL2,NA,0.628031223,0.171,0.071,NA,NO
PEF1,0.426476578,0.62797539,0.657,0.429,1,NO
PGBD4,NA,0.627683376,0.143,0.029,NA,NO
ASZ1,0.807204268,0.627397767,0.1,0.029,1,NO
C11orf24,0.40667208,0.627376256,0.571,0.343,1,NO
OVCA2,0.034878538,0.627273306,0.4,0.186,1,NO
FBXO8,NA,0.627251418,0.443,0.314,NA,NO
FAM86DP,0.121551586,0.627004272,0.457,0.2,1,NO
EEF1A1P10,0.259268575,0.626956589,0.114,0.014,1,NO
PDX1-AS1,NA,0.626956589,0.143,0.1,NA,NO
HMGB3,NA,0.626672753,0.386,0.214,NA,NO
TXNDC8,NA,0.626672753,0.286,0.171,NA,NO
LRRC8C,0.021257156,0.626537234,0.971,0.929,1,NO
RPSAP3,NA,0.626185163,0.114,0.029,NA,NO
CAT,0.195207605,0.626085391,0.543,0.357,1,NO
METTL5,NA,0.625908051,0.714,0.471,NA,NO
DNAJC17,0.043627348,0.625885685,0.786,0.571,1,NO
PDCD5,0.048504486,0.625851736,0.9,0.614,1,NO
RNVU1-6,NA,0.625781405,0.257,0.071,NA,NO
ZBTB8OS,0.054545053,0.625710922,0.886,0.657,1,NO
RPS14P10,0.043582701,0.625604485,0.3,0,1,NO
PDF,0.449823296,0.625320238,0.143,0.043,1,NO
CDHR3,0.395820202,0.625306362,0.529,0.471,1,NO
SLX4IP,0.110654963,0.625151591,0.7,0.6,1,NO
TPST2,0.04353818,0.625031633,0.857,0.586,1,NO
PGAM1P7,0.256366922,0.624960569,0.129,0.029,1,NO
PGK1P1,NA,0.624960569,0.229,0.114,NA,NO
CCDC121,NA,0.624361318,0.129,0.143,NA,NO
PTP4A1,0.038836067,0.624324461,0.871,0.743,1,NO
LINC00470,0.553766326,0.624307263,0.614,0.471,1,NO
GAREML,NA,0.624197664,0.314,0.186,NA,NO
ST13P12,NA,0.624133098,0.1,0.043,NA,NO
PSMC5,0.06643822,0.624016488,0.914,0.729,1,NO
GPX3,0.164481022,0.623835392,0.529,0.286,1,NO
PCBP1,0.017546638,0.623821898,1,0.829,1,NO
SLC35A3,0.237158517,0.623744743,0.529,0.4,1,NO
RPL21P80,0.00507339,0.623436649,0.414,0.057,1,NO
RBMS1P1,0.073967475,0.623436649,0.229,0.043,1,NO
SH2D4A,NA,0.623232518,0.143,0.086,NA,NO
UGT2B15,NA,0.623145695,0.1,0.043,NA,NO
PFDN1,0.011599455,0.623052878,0.957,0.757,1,NO
WIPI1,0.338054977,0.622632919,0.314,0.186,1,NO
HIST1H4A,0.250044336,0.622437206,0.1,0.029,1,NO
TMED3,0.181707265,0.62240583,0.557,0.329,1,NO
MALSU1,0.467336636,0.622243517,0.614,0.457,1,NO
EIF4E2,0.152611778,0.622195407,0.8,0.557,1,NO
AGAP2-AS1,NA,0.622195407,0.1,0.057,NA,NO
MX1,0.126197627,0.62205387,0.586,0.457,1,NO
DPY30,0.007930193,0.621777658,0.9,0.686,1,NO
PAG1,0.051778322,0.621703048,0.886,0.614,1,NO
COX6A1P2,0.013203292,0.621488377,0.586,0.371,1,NO
LPPR1,0.539169493,0.621488377,0.529,0.5,1,NO
SRI,0.145430595,0.621404133,0.957,0.814,1,NO
AFF1,0.063251732,0.620558569,0.914,0.829,1,NO
ALG11,0.170959458,0.620445088,0.429,0.343,1,NO
SLC35E2,0.075614392,0.620348099,0.743,0.586,1,NO
C10orf111,0.152031187,0.619938639,0.386,0.157,1,NO
PSEN1,0.036490279,0.619832961,0.943,0.886,1,NO
FAM221A,0.472673145,0.619832961,0.557,0.414,1,NO
YWHAE,0.003716072,0.619709337,1,0.986,1,NO
UG0898H09,NA,0.619314006,0.114,0.057,NA,NO
DUSP3,0.201885288,0.619119511,0.743,0.543,1,NO
CENPE,0.911062723,0.618796096,0.286,0.2,1,NO
RGS17,0.24998661,0.618553516,0.757,0.629,1,NO
DPY19L1P1,0.063876465,0.618288383,0.871,0.643,1,NO
ARHGAP6,0.099713646,0.618232602,0.871,0.671,1,NO
SLC7A6OS,0.178168333,0.617868494,0.514,0.257,1,NO
LRRC37A,0.039084886,0.617576865,0.657,0.429,1,NO
FTH1P21,0.011270542,0.617530363,0.371,0.043,1,NO
ATL3,0.065630948,0.61746514,0.614,0.471,1,NO
PITPNM1,NA,0.617426896,0.386,0.143,NA,NO
ATP5C1,0.0108869,0.617109442,0.943,0.8,1,NO
LINC00649,0.073122861,0.61702371,0.371,0.143,1,NO
YBX3,0.064112909,0.617016132,0.914,0.629,1,NO
OTOF,NA,0.616919267,0.443,0.314,NA,NO
CHMP3,0.009012345,0.61689299,0.829,0.557,1,NO
SNORD114-2,0.434665604,0.61667136,0.471,0.371,1,NO
PSD4,0.080675275,0.616395009,0.471,0.414,1,NO
COL4A5,0.020883117,0.616085018,0.286,0.243,1,NO
ZNF887P,NA,0.616085018,0.1,0.057,NA,NO
UGP2,0.056874695,0.615564008,0.914,0.757,1,NO
UEVLD,0.090292847,0.61533615,0.743,0.471,1,NO
KCND1,NA,0.61533615,0.257,0.214,NA,NO
VDAC1,0.002837316,0.614957858,1,0.871,1,NO
LINC00211,NA,0.614709844,0.157,0.1,NA,NO
ZNF676,NA,0.614108846,0.3,0.143,NA,NO
SNRNP25,0.384217579,0.613991549,0.629,0.371,1,NO
MTMR9LP,NA,0.613817363,0.243,0.143,NA,NO
RNASEH2B,0.006924705,0.613729296,0.843,0.514,1,NO
ZNF808,NA,0.613602549,0.6,0.557,NA,NO
C1QBP,0.080315041,0.613151045,0.914,0.6,1,NO
RPL41P1,0.000104161,0.612976877,0.557,0.171,1,NO
CFTR,0.506442405,0.612707491,0.314,0.214,1,NO
RPS14P3,NA,0.612683258,0.843,0.271,NA,NO
NAGPA-AS1,NA,0.612654235,0.414,0.271,NA,NO
TRIP4,0.196542909,0.612560059,0.757,0.529,1,NO
NRAV,NA,0.612538745,0.229,0.157,NA,NO
DPY19L3,0.244462023,0.61202236,0.8,0.757,1,NO
GDI2,0.002467664,0.611937883,0.957,0.871,1,NO
ARNT,0.251011991,0.611644543,0.857,0.8,1,NO
GAPDHP27,NA,0.611644543,0.214,0.086,NA,NO
DEPTOR,0.026791956,0.611578357,0.757,0.714,1,NO
LFNG,0.142225002,0.611434712,0.171,0.029,1,NO
NBEAP2,NA,0.611146433,0.171,0.1,NA,NO
HMGN4,0.058182401,0.61104618,0.757,0.5,1,NO
HRH4,0.093217083,0.610725597,0.143,0.057,1,NO
RPL24P4,0.000729434,0.609624555,0.614,0.314,1,NO
PGK1,0.00833806,0.609541579,0.986,0.886,1,NO
FHIT,0.008098838,0.609453332,1,0.914,1,NO
BIRC6-AS2,0.107000132,0.609415544,0.129,0.071,1,NO
HMGN2P41,0.00173735,0.609327049,0.671,0.386,1,NO
ERGIC1,0.262900118,0.609210047,0.957,0.886,1,NO
ASF1B,0.029419772,0.609210047,0.329,0.286,1,NO
KIF23,NA,0.609094163,0.286,0.186,NA,NO
LRGUK,0.080516009,0.60907076,0.786,0.643,1,NO
NT5M,0.282543348,0.608997433,0.471,0.414,1,NO
RELA,0.026030748,0.60889782,0.843,0.786,1,NO
ATP1B3P1,0.03653054,0.608809243,0.143,0.143,1,NO
SCTR,NA,0.608809243,0.171,0.171,NA,NO
PROCA1,0.026736198,0.608641497,0.429,0.314,1,NO
RPL10P6,0.0005045,0.608575058,0.586,0.229,1,NO
BCRP3,NA,0.608575058,0.171,0.086,NA,NO
CSNK1D,0.002672671,0.608169892,0.957,0.929,1,NO
CDHR4,0.183215901,0.607682577,0.143,0.086,1,NO
SMPX,0.334480316,0.607682577,0.214,0.114,1,NO
ZFAND4,NA,0.607505069,0.329,0.357,NA,NO
RNF138,0.010933458,0.607233095,0.9,0.814,1,NO
UBE2L1,0.000919288,0.606657572,0.457,0.214,1,NO
MEI4,NA,0.606657572,0.471,0.457,NA,NO
PNKD,0.092304644,0.606607918,0.871,0.557,1,NO
LSR,NA,0.606178987,0.543,0.457,NA,NO
C4orf22,0.616859336,0.605863992,0.671,0.743,1,NO
TRNT1,0.056748534,0.605752006,0.843,0.571,1,NO
WARS,NA,0.605576205,0.929,0.729,NA,NO
RBM19,0.01026357,0.605107235,0.829,0.614,1,NO
TMEM9B,0.053026628,0.604897925,0.857,0.657,1,NO
IL27,0.003451422,0.604862058,0.243,0.257,1,NO
CASZ1,NA,0.604862058,0.4,0.343,NA,NO
GEMIN5,0.080651136,0.60482632,0.486,0.429,1,NO
RPL3P1,0.087773405,0.604591307,0.2,0.043,1,NO
TMEM27,NA,0.604591307,0.243,0.129,NA,NO
RMDN1,0.280855713,0.604519667,0.671,0.429,1,NO
KRT81,0.170994151,0.604071324,0.129,0.043,1,NO
F2R,NA,0.604071324,0.143,0.057,NA,NO
HIGD1A,0.094387818,0.604026543,0.986,0.814,1,NO
NLE1,NA,0.603821528,0.329,0.057,NA,NO
SHISA5,0.112081457,0.60377235,0.871,0.686,1,NO
PGD,0.016790557,0.603678425,0.914,0.786,1,NO
WARS2,NA,0.603474881,0.543,0.443,NA,NO
PIGK,0.845613466,0.603084235,0.729,0.629,1,NO
MAT2A,0.013157003,0.602479872,0.957,0.8,1,NO
MOCOS,0.22008106,0.602440716,0.6,0.414,1,NO
VDAC3P1,NA,0.602344579,0.1,0.129,NA,NO
TMEM11,0.504277371,0.602231691,0.743,0.386,1,NO
C15orf40,0.443504001,0.601981085,0.586,0.371,1,NO
TMEM183AP1,NA,0.601836319,0.1,0.029,NA,NO
KIT,0.228199118,0.601738213,0.1,0.1,1,NO
PROX1,0.364968433,0.601450624,0.129,0.086,1,NO
AGPAT6,NA,0.601356939,0.786,0.614,NA,NO
ASPSCR1,0.077971625,0.601026937,0.743,0.614,1,NO
PRO2852,0.349181314,0.600799049,0.429,0.386,1,NO
PLB1,0.658512326,0.600622238,0.729,0.414,1,NO
STK4,0.00050911,0.600441393,0.957,0.929,1,NO
E2F5,0.208775487,0.60032681,0.571,0.414,1,NO
SLC25A11,0.027292228,0.600252372,0.814,0.471,1,NO
KCTD5,0.176179976,0.600204443,0.643,0.4,1,NO
XRCC6P2,0.053021233,0.600069393,0.214,0.186,1,NO
ELF1,0.005452145,0.599495778,0.929,0.886,1,NO
RRP9,0.201480589,0.59946207,0.486,0.271,1,NO
LIPT1P1,NA,0.59946207,0.186,0.071,NA,NO
FLJ44511,0.118289116,0.598955773,0.257,0.186,1,NO
PSMD9,0.011017257,0.598856942,0.857,0.671,1,NO
RGS21,0.37975073,0.598637438,0.1,0,1,NO
FUNDC2P1,NA,0.59844573,0.357,0.1,NA,NO
FTLP15,0.017601357,0.598259323,0.329,0.029,1,NO
AARS2,0.58016197,0.598186196,0.571,0.286,1,NO
TMEM213,NA,0.598137889,0.186,0.114,NA,NO
VMAC,NA,0.598137889,0.2,0.086,NA,NO
SNORD3B-2,0.019638172,0.597901556,0.271,0.057,1,NO
PPAP2C,NA,0.597673552,0.186,0.086,NA,NO
NECAP2,0.147537923,0.597453445,0.786,0.5,1,NO
PGBD2,0.685122934,0.596836601,0.386,0.371,1,NO
TM6SF2,NA,0.59645814,0.143,0.129,NA,NO
LINC01412,0.418335029,0.596277814,0.229,0.071,1,NO
NAGK,0.020003437,0.596246837,0.886,0.643,1,NO
RWDD4,0.063526058,0.596233613,0.586,0.514,1,NO
LINC01465,0.431210222,0.596233613,0.343,0.229,1,NO
TMEM65,0.300224331,0.596103058,0.886,0.729,1,NO
KATNAL2,0.279445102,0.595975493,0.757,0.514,1,NO
PRMT2,0.082037442,0.595528646,0.986,0.771,1,NO
ERLIN2,0.257020164,0.595267509,0.443,0.286,1,NO
RPGRIP1,0.090970504,0.595051318,0.5,0.586,1,NO
TRIM14,NA,0.595041707,0.614,0.357,NA,NO
CHRNA10,0.272761281,0.594485275,0.186,0.129,1,NO
C9orf89,0.00903126,0.594206345,0.857,0.643,1,NO
SERPINF2,NA,0.594181031,0.229,0.2,NA,NO
FAM66C,0.141163112,0.594076208,0.686,0.514,1,NO
CNGB3,0.556638419,0.593711436,0.486,0.429,1,NO
NUP205,0.223871814,0.593710409,0.771,0.743,1,NO
PCNP,0.005279687,0.593594371,0.957,0.8,1,NO
FAM83H,NA,0.593524514,0.171,0.071,NA,NO
STEAP1,0.286373684,0.593474001,0.171,0.114,1,NO
NFYB,0.200253855,0.593253874,0.743,0.586,1,NO
PCGF5,0.049341303,0.592641999,0.929,0.9,1,NO
MYO3B,NA,0.592551656,0.629,0.686,NA,NO
INF2,NA,0.592418306,0.657,0.443,NA,NO
MCTS2P,NA,0.592122292,0.2,0.1,NA,NO
CDC42BPG,0.189441293,0.591535155,0.1,0.043,1,NO
PTTG1IP,0.090697738,0.591442374,0.971,0.757,1,NO
CROT,0.25503953,0.591392862,0.757,0.429,1,NO
NBAT1,NA,0.590887335,0.1,0.1,NA,NO
PDDC1,0.123734138,0.590744853,0.614,0.386,1,NO
USP12,0.042724955,0.590636497,0.929,0.871,1,NO
ADAMTS20,0.04309291,0.590609064,0.271,0.143,1,NO
NRBF2,0.096585155,0.590576107,0.786,0.486,1,NO
LINC00587,NA,0.590015728,0.171,0.143,NA,NO
CD6,NA,0.589911717,0.314,0.171,NA,NO
SLC39A13,0.102333806,0.589891426,0.786,0.5,1,NO
PKN3,0.092569371,0.589623878,0.171,0.143,1,NO
TACR1,0.001866572,0.589492159,0.571,0.271,1,NO
GSR,0.230359491,0.589375029,0.814,0.743,1,NO
FABP5P3,NA,0.589288426,0.229,0.143,NA,NO
NEPNP,NA,0.589138177,0.186,0.143,NA,NO
LRRC75B,NA,0.589032165,0.271,0.186,NA,NO
FLJ34503,NA,0.588685587,0.129,0.086,NA,NO
CLECL1,0.438945965,0.588369102,0.157,0.086,1,NO
PRTFDC1,0.032639682,0.588325126,0.886,0.786,1,NO
MYOZ2,NA,0.588290518,0.357,0.1,NA,NO
DGKD,0.335510832,0.588191212,0.757,0.614,1,NO
SKP1P1,NA,0.587874096,0.4,0.3,NA,NO
MTAP,0.680161086,0.587669246,0.486,0.343,1,NO
TP53I3,NA,0.587306441,0.129,0.1,NA,NO
ADH5,0.180854939,0.586905001,0.657,0.443,1,NO
ARPIN,NA,0.586614127,0.314,0.086,NA,NO
SF3B3,NA,0.586281838,0.714,0.543,NA,NO
PDAP1,0.023294228,0.585712537,0.8,0.529,1,NO
RELN,0.123105185,0.58568439,0.757,0.714,1,NO
USE1,0.103257499,0.584962501,0.786,0.486,1,NO
FCGR3B,0.060302898,0.584962501,0.257,0,1,NO
LYRM5,0.274178603,0.584962501,0.786,0.514,1,NO
SMARCE1P5,0.328083757,0.584962501,0.229,0.129,1,NO
CEACAM1,NA,0.584962501,0.1,0,NA,NO
SNHG17,0.28751229,0.584608595,0.757,0.486,1,NO
TOR1A,0.031521932,0.58453874,0.671,0.4,1,NO
CCDC82,0.196493547,0.583884455,0.857,0.714,1,NO
SRPR,0.066225773,0.583778994,0.8,0.571,1,NO
MEPE,NA,0.583591769,0.514,0.114,NA,NO
LTBP2,0.220871181,0.583534796,0.429,0.357,1,NO
PYY,0.809034063,0.582784847,0.371,0.514,1,NO
STK39,0.117198638,0.58264798,0.843,0.8,1,NO
HTATSF1P2,0.045775684,0.582531674,0.557,0.371,1,NO
DAO,0.202947996,0.58221189,0.343,0.171,1,NO
SLC9A7,0.064935556,0.58168141,0.843,0.743,1,NO
SNW1,0.20635591,0.581433689,0.886,0.729,1,NO
ASB18,NA,0.581395886,0.229,0.157,NA,NO
CASKIN2,NA,0.58098265,0.157,0.1,NA,NO
GPR137B,NA,0.580377175,0.914,0.743,NA,NO
TAS2R20,0.199731224,0.580375231,0.186,0.057,1,NO
ACPP,NA,0.579725852,0.129,0.186,NA,NO
EREG,0.265741306,0.579549005,0.129,0.071,1,NO
FOSL2,0.052824682,0.579244732,0.886,0.557,1,NO
LPO,0.099493662,0.579156879,0.129,0.143,1,NO
ALLC,NA,0.579156879,0.214,0.157,NA,NO
BET1L,0.101187294,0.579114519,0.686,0.314,1,NO
TBCCD1,0.552601394,0.579085934,0.443,0.314,1,NO
RANBP3L,0.457909873,0.57870351,0.371,0.271,1,NO
RPS13P8,0.062982847,0.578359766,0.257,0.029,1,NO
RPLP1P6,NA,0.578173335,0.1,0.014,NA,NO
EMD,0.021311804,0.57810883,0.671,0.357,1,NO
MAP2K2,0.089048594,0.577687837,0.914,0.7,1,NO
ORAI2,0.085070649,0.577545029,0.914,0.686,1,NO
ADAMTSL2,0.147720954,0.576694885,0.729,0.386,1,NO
SCEL,0.83349291,0.576500922,0.2,0.186,1,NO
C2orf74,NA,0.576318406,0.557,0.3,NA,NO
RBM8A,0.000596101,0.576215923,0.986,0.886,1,NO
TTC16,NA,0.575684687,0.1,0.1,NA,NO
ZCCHC4,0.516198243,0.57554847,0.5,0.271,1,NO
CNKSR1,NA,0.575502171,0.2,0.171,NA,NO
M6PR,0.036123692,0.575093157,0.957,0.671,1,NO
ANKRD13A,0.562610416,0.574943745,0.743,0.586,1,NO
ADPGK,0.102829263,0.574786347,0.743,0.486,1,NO
PANO1,0.110463727,0.574694165,0.243,0.057,1,NO
HTR3A,NA,0.574393259,0.129,0.071,NA,NO
MARCKSL1,0.59122137,0.574371089,0.657,0.457,1,NO
EIF4G1,0.200017784,0.574218977,0.843,0.7,1,NO
C1orf54,0.147872653,0.573860375,0.829,0.486,1,NO
CGGBP1,0.002135379,0.573675583,0.886,0.8,1,NO
KIAA1147,0.022796216,0.573578912,0.857,0.771,1,NO
HUS1,NA,0.573510088,0.486,0.3,NA,NO
RPS10P13,0.001677123,0.573466862,0.414,0.157,1,NO
ADAT2,0.354911957,0.573441826,0.514,0.314,1,NO
MARS2,NA,0.573432409,0.257,0.229,NA,NO
HIST2H2AC,0.211437987,0.572989859,0.286,0.086,1,NO
COL4A3,0.064803023,0.572889668,0.214,0.143,1,NO
LINC01080,NA,0.572889668,0.143,0.086,NA,NO
DIAPH2,0.003889397,0.572780068,0.971,0.986,1,NO
ZNF106,0.001514538,0.572657241,0.957,0.843,1,NO
PCNXL4,0.034001779,0.57260364,0.886,0.814,1,NO
EPB41,0.008237925,0.572204613,0.986,0.971,1,NO
CRYGS,NA,0.571616475,0.143,0.086,NA,NO
ZNF737,0.268454268,0.571217409,0.371,0.314,1,NO
BACH1-IT2,0.395461713,0.571156701,0.1,0,1,NO
SCOC-AS1,NA,0.571156701,0.1,0,NA,NO
TRAPPC8,0.065375515,0.571156701,0.857,0.843,1,NO
CNPPD1,0.045739621,0.570442083,0.757,0.386,1,NO
KLF10,0.251900774,0.570334386,0.857,0.571,1,NO
OLIG1,0.22801145,0.570225957,0.357,0.171,1,NO
SELT,0.042152303,0.570101759,0.957,0.829,1,NO
SREBF1,0.242919993,0.569263814,0.729,0.443,1,NO
C2CD4A,NA,0.568950183,0.1,0.086,NA,NO
ITGA10,0.083954797,0.568793564,0.643,0.529,1,NO
SRP19,0.356393856,0.568680261,0.886,0.7,1,NO
ACSF2,NA,0.568568062,0.286,0.2,NA,NO
BANP,0.085855228,0.568528043,0.829,0.743,1,NO
PYGO1,NA,0.56828376,0.229,0.243,NA,NO
SEPN1,0.24841825,0.567989422,0.643,0.443,1,NO
ZNF35,0.409978996,0.567772739,0.457,0.343,1,NO
TIMM8B,0.03635749,0.567684509,0.886,0.543,1,NO
VIL1,NA,0.567368441,0.286,0.157,NA,NO
UPP2,0.16786306,0.567118828,0.771,0.671,1,NO
NIPA2,0.007334173,0.566844561,0.957,1,1,NO
GFI1B,0.026966964,0.566583971,0.271,0.086,1,NO
LINC00663,NA,0.566346823,0.157,0.171,NA,NO
TSEN15,NA,0.565685058,0.686,0.414,NA,NO
ITPR3,NA,0.565422314,0.357,0.429,NA,NO
MED7,0.138030949,0.565292521,0.514,0.257,1,NO
ASH2L,0.097696926,0.565209653,0.843,0.714,1,NO
FNTA,0.002139235,0.565088563,0.914,0.671,1,NO
KLRB1,NA,0.565062943,0.1,0.029,NA,NO
C8orf33,0.365435433,0.565001759,0.686,0.357,1,NO
KCTD20,0.013432301,0.564805763,0.857,0.671,1,NO
AP1S2,0.196784829,0.564505147,0.729,0.6,1,NO
RPL34P18,0.022641794,0.564498398,0.357,0.014,1,NO
RPL21P99,NA,0.564352221,0.171,0.029,NA,NO
NSA2,0.233144148,0.564311991,0.886,0.614,1,NO
ATM,0.011662636,0.564070813,0.929,0.8,1,NO
ZNF600,NA,0.563900885,0.386,0.271,NA,NO
ZNF410,0.121351529,0.563831691,0.9,0.729,1,NO
LINC01278,0.018521895,0.563777171,0.929,0.829,1,NO
BASP1,0.001704132,0.563662435,1,0.957,1,NO
C9orf69,0.163266968,0.563429339,0.329,0.171,1,NO
HARS2,0.289020869,0.563337742,0.529,0.443,1,NO
CASP3,NA,0.562917496,0.771,0.471,NA,NO
B4GALT7,NA,0.562442881,0.557,0.229,NA,NO
CSRP2,0.562602539,0.562167918,0.557,0.529,1,NO
ICAM3,0.521128324,0.562048109,0.357,0.186,1,NO
CSTF2T,NA,0.562048109,0.271,0.143,NA,NO
HNRNPA1P48,0.005648977,0.561878888,0.586,0.214,1,NO
RIT1,NA,0.561737319,0.786,0.571,NA,NO
