gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,color
Snrpd1,0.0251256,0.115547632,0.847,0.633,1,NO
Gm15421,0.481974356,0.115361733,0.466,0.327,1,NO
Paqr7,0.34822422,0.115345671,0.543,0.351,1,NO
Gm5453,0.872236456,0.115240574,0.113,0.029,1,NO
Nsdhl,0.511075789,0.115075829,0.448,0.329,1,NO
Gm15616,0.31809527,0.115069458,0.473,0.178,1,NO
Llph-ps1,0.838593687,0.1150049,0.117,0.047,1,NO
Mpp6,0.001728702,0.114947415,0.93,0.831,1,NO
Psmb5,0.010285021,0.114775276,0.939,0.725,1,NO
Afmid,0.704065765,0.114738416,0.243,0.162,1,NO
1110059G10Rik,0.975593679,0.11461992,0.482,0.257,1,NO
Pigx,0.011131336,0.114586805,0.786,0.635,1,NO
Fkbp15,0.28185331,0.114331453,0.833,0.586,1,NO
Gm12482,0.825076685,0.114106486,0.162,0.081,1,NO
Rab10,0.09014878,0.113826237,0.966,0.851,1,NO
Sort1,0.046665925,0.113737396,0.939,0.82,1,NO
Actl6a,0.146481438,0.113735614,0.592,0.399,1,NO
Rcor1,0.068596955,0.113719053,0.786,0.671,1,NO
Gm10313,0.863002892,0.113501193,0.273,0.223,1,NO
Tln2,0.035361404,0.11337581,0.914,0.775,1,NO
Nptx1,0.73025381,0.113279853,0.295,0.153,1,NO
Ndufs5,0.011993503,0.113263923,0.975,0.874,1,NO
Gm6767,0.812771195,0.113093779,0.124,0.05,1,NO
Gm12115,0.782831581,0.112988836,0.155,0.083,1,NO
Cyb5r1,0.165114091,0.112917124,0.48,0.374,1,NO
Gm35241,0.789010263,0.112884269,0.173,0.155,1,NO
Gm6576,0.831808386,0.112860838,0.119,0.034,1,NO
Ak7,0.696703649,0.11281983,0.297,0.234,1,NO
Mrps24,0.191006153,0.112793706,0.833,0.651,1,NO
Rara,0.501566096,0.112638835,0.403,0.306,1,NO
Gm18360,0.819485415,0.112617563,0.151,0.128,1,NO
Ephb3,0.200224247,0.112520087,0.329,0.225,1,NO
Mdp1,0.731389377,0.112479571,0.682,0.457,1,NO
Gm17994,0.831756692,0.112316877,0.108,0.025,1,NO
Rpl35a-ps3,0.835505929,0.112316877,0.101,0.027,1,NO
Fkbp1a,0.000679115,0.112210415,0.989,0.928,1,NO
Tle4,0.010707871,0.112185084,0.926,0.876,1,NO
Htatsf1,0.059266869,0.112169384,0.784,0.59,1,NO
Trp53i11,0.954311312,0.111971769,0.428,0.261,1,NO
Msl1,0.077781352,0.111915046,0.842,0.685,1,NO
Myl12b,5.09E-05,0.111874832,0.998,0.939,1,NO
Mapk1ip1l,0.129701301,0.111633981,0.712,0.534,1,NO
Dek,0.082858953,0.111429173,0.872,0.642,1,NO
Rps11-ps4,0.833648732,0.111378992,0.104,0.032,1,NO
Mvb12a,0.050149101,0.111374487,0.827,0.669,1,NO
Kitl,0.484710348,0.111342633,0.383,0.236,1,NO
Gmeb1,0.066636399,0.111271878,0.705,0.543,1,NO
Gm8325,0.864741997,0.111031312,0.306,0.255,1,NO
Nnat,0.200713705,0.111013074,0.565,0.423,1,NO
4933407I08Rik,0.952397747,0.110873217,0.11,0.104,1,NO
Gm36623,0.112594471,0.110824715,0.64,0.468,1,NO
Chd1,0.055645672,0.110760106,0.878,0.75,1,NO
Rfc5,0.472143526,0.11071236,0.304,0.16,1,NO
Gm10020,0.828034515,0.110685798,0.101,0.041,1,NO
Tbc1d5,0.018730153,0.110562338,0.93,0.86,1,NO
Chic2,0.072252427,0.1105123,0.8,0.626,1,NO
Pum2,0.011301077,0.110502764,0.944,0.874,1,NO
Gm5620,0.688881864,0.110469593,0.399,0.345,1,NO
Gm5492,0.837062317,0.110456648,0.104,0.036,1,NO
Ccdc9,0.393629112,0.110412263,0.73,0.471,1,NO
Mxd1,0.274635351,0.1103259,0.48,0.302,1,NO
Ssbp3,0.107889595,0.110089452,0.831,0.694,1,NO
Anapc10,0.122062075,0.110031271,0.761,0.581,1,NO
Zfp688,0.261974746,0.10994526,0.309,0.191,1,NO
Gm13651,0.819444869,0.109917692,0.124,0.061,1,NO
9330133O14Rik,0.281138197,0.109907937,0.234,0.142,1,NO
Fnbp1,0.001227698,0.109670242,0.984,0.944,1,NO
Acot13,0.030518321,0.109636555,0.914,0.743,1,NO
Tspan31,0.021246459,0.109455493,0.901,0.691,1,NO
Gm16399,0.899130264,0.109347396,0.459,0.34,1,NO
Sbf1,0.146742156,0.109276607,0.757,0.559,1,NO
Stk11,0.238498337,0.109271,0.563,0.356,1,NO
Gm34542,0.79392267,0.109198771,0.151,0.101,1,NO
Pole3,0.231575546,0.108904563,0.401,0.227,1,NO
Gm10120,0.791166727,0.108884216,0.218,0.113,1,NO
N6amt2,0.288788087,0.108753862,0.646,0.453,1,NO
Gm12497,0.732953297,0.108729028,0.2,0.135,1,NO
Pitpna,0.002024425,0.108621269,0.998,0.948,1,NO
Ccndbp1,0.042294064,0.108614004,0.723,0.514,1,NO
Mrpl28,0.115492725,0.108592185,0.793,0.547,1,NO
Tbc1d13,0.378429832,0.107918671,0.493,0.354,1,NO
Zfp697,0.101137218,0.107844501,0.525,0.387,1,NO
B4galt2,0.12706523,0.107806857,0.574,0.392,1,NO
Ube3b,0.080975665,0.107719785,0.77,0.581,1,NO
Bax,0.008376034,0.10764199,0.876,0.653,1,NO
Gm2272,0.741633663,0.107640723,0.23,0.2,1,NO
Gm5121,0.743045853,0.107544698,0.167,0.099,1,NO
Efcab7,0.565194543,0.107472122,0.209,0.149,1,NO
Eif3s6-ps1,0.778201102,0.107334044,0.146,0.09,1,NO
Otub2,0.377646389,0.107305836,0.484,0.3,1,NO
Ndufaf3,0.134004072,0.107226579,0.689,0.534,1,NO
Gm4895,0.6447619,0.107080603,0.297,0.218,1,NO
Cbfa2t2-ps1,0.833637568,0.106712336,0.124,0.07,1,NO
Gm12416,0.606007644,0.106564055,0.297,0.252,1,NO
Ints4,0.011298043,0.106561896,0.989,0.964,1,NO
M6pr-ps,0.765843085,0.106488434,0.151,0.074,1,NO
Tsg101,0.00650103,0.106172372,0.894,0.694,1,NO
Gm3756,0.592157266,0.106112413,0.399,0.284,1,NO
Gm31758,0.782530039,0.106060476,0.277,0.257,1,NO
Tsg101-ps,0.722956635,0.105838164,0.372,0.27,1,NO
Gm9824,0.636801443,0.105656247,0.428,0.417,1,NO
Rps19-ps4,0.820768329,0.105645039,0.14,0.038,1,NO
1110034G24Rik,0.38677575,0.105481123,0.45,0.302,1,NO
Gm14328,0.846748647,0.105390559,0.227,0.137,1,NO
Idi1,0.271222492,0.105261519,0.5,0.257,1,NO
Mrpl35,0.293633429,0.105113665,0.579,0.365,1,NO
Sfr1,0.011110873,0.104988037,0.926,0.718,1,NO
Ccdc117,0.422525797,0.104868329,0.403,0.284,1,NO
Foxn2,0.230821527,0.104815259,0.563,0.419,1,NO
Gm9118,0.71895365,0.104530583,0.196,0.144,1,NO
Foxn3,0.002178552,0.104291372,0.991,0.989,1,NO
Gm32525,0.797446197,0.104275322,0.207,0.14,1,NO
H2afy,0.009948249,0.104212004,0.964,0.854,1,NO
Erh,0.002643242,0.104198352,0.919,0.739,1,NO
Arf5,0.005201594,0.103747269,0.957,0.86,1,NO
Gm5421,0.732069309,0.103669929,0.315,0.227,1,NO
Map3k3,0.005197234,0.103620053,0.885,0.791,1,NO
Gm13152,0.492381894,0.103479941,0.11,0.079,1,NO
Thap1,0.48579377,0.103435834,0.419,0.252,1,NO
Rny3,0.758146124,0.103414931,0.25,0.169,1,NO
Idua,0.233431652,0.103200417,0.52,0.333,1,NO
Mpp7,0.202897889,0.103088066,0.565,0.489,1,NO
Kpnb1,0.080891568,0.103006518,0.894,0.662,1,NO
Gm34002,0.399323009,0.102629665,0.527,0.437,1,NO
Ddx49,0.408223639,0.102380593,0.493,0.385,1,NO
Gm6476,0.782666353,0.102233658,0.113,0.041,1,NO
Rab12,0.020792969,0.102084821,0.926,0.82,1,NO
Mrpl15,0.29040279,0.101827323,0.716,0.52,1,NO
Gm11578,0.806686519,0.101809099,0.101,0.023,1,NO
Srm,0.031868413,0.101792405,0.851,0.664,1,NO
Adam28,0.840231701,0.101680076,0.128,0.061,1,NO
Synpo,0.194711514,0.101576401,0.561,0.432,1,NO
Trappc4,0.043854471,0.101569341,0.831,0.653,1,NO
Gm19103,0.774737133,0.101524227,0.137,0.086,1,NO
Ftsj3,0.193695489,0.101521945,0.545,0.376,1,NO
Atp5h,0.000150411,0.10149072,0.995,0.959,1,NO
Ift52,0.106095844,0.101454989,0.658,0.473,1,NO
Haus8,0.208541045,0.101430929,0.331,0.203,1,NO
4930526L06Rik,0.749890105,0.10123998,0.216,0.207,1,NO
Crebl2,0.171236141,0.101204708,0.536,0.405,1,NO
Gm6450,0.795339154,0.101178834,0.119,0.05,1,NO
Psmc2,0.003105822,0.101039379,0.917,0.813,1,NO
Wdfy1,0.028945955,0.100992485,0.818,0.721,1,NO
Gm17068,0.902807359,0.100813714,0.23,0.196,1,NO
Gm11557,0.688771284,0.10078422,0.239,0.173,1,NO
Blm,0.130569255,0.100380058,0.369,0.329,1,NO
Ubxn4,0.009181613,0.100320344,0.968,0.894,1,NO
Arfip1,0.222795829,0.100313705,0.658,0.486,1,NO
Gm7120,0.501245312,0.100164162,0.259,0.185,1,NO
Gm7614,0.788201195,0.100164162,0.101,0.032,1,NO
Itm2c,0.000670272,0.100081146,0.995,0.914,1,NO
Tmem192,0.106932313,0.100008456,0.691,0.489,1,NO
R74862,0.181496743,0.100007276,0.511,0.356,1,NO
Gm7299,0.759477243,0.099941438,0.126,0.054,1,NO
Tollip,0.174976673,0.099914856,0.678,0.45,1,NO
Entpd4,0.717145167,0.099848928,0.191,0.2,1,NO
1700101E01Rik,0.654519517,0.09978612,0.336,0.313,1,NO
Txn1,0.013992307,0.099735654,0.912,0.75,1,NO
Gm9392,0.785378364,0.099535674,0.207,0.079,1,NO
Gpn2,0.348000313,0.099478929,0.306,0.207,1,NO
Sdhaf2,0.098647779,0.09920088,0.691,0.491,1,NO
Gm36730,0.796874014,0.099053086,0.173,0.113,1,NO
1600020E01Rik,0.088015061,0.099044804,0.876,0.793,1,NO
Gm35632,0.720653096,0.098966451,0.164,0.108,1,NO
Tanc2,0.001330409,0.098902277,0.982,0.971,1,NO
Gm11814,0.701029511,0.098756681,0.167,0.095,1,NO
Gm6129,0.843501483,0.098756681,0.115,0.032,1,NO
Ggps1,0.010044062,0.098698661,0.901,0.764,1,NO
Ppm1g,0.045552463,0.09858279,0.847,0.707,1,NO
Vmn2r4,0.773215253,0.098286046,0.131,0.142,1,NO
Calcoco2,0.006442654,0.098188698,0.93,0.887,1,NO
Zfp282,0.190764744,0.098154095,0.604,0.48,1,NO
P2rx3,0.957245766,0.097913757,0.155,0.18,1,NO
Gm4973,0.759673952,0.097897643,0.11,0.054,1,NO
Emc3,0.026120702,0.097804935,0.856,0.678,1,NO
H1f0,0.150094115,0.097788416,0.705,0.459,1,NO
Tug1,0.042196035,0.097690484,0.788,0.604,1,NO
Ndufab1,0.000831858,0.097616409,0.977,0.858,1,NO
Gm10284,0.709615866,0.097610797,0.304,0.252,1,NO
Rrs1,0.267164022,0.097587884,0.439,0.275,1,NO
Tbpl1,0.048090062,0.097292089,0.86,0.678,1,NO
Zbtb18,0.50281315,0.097291029,0.653,0.324,1,NO
Gm12411,0.769623859,0.097024454,0.101,0.036,1,NO
4930453N24Rik,0.064991214,0.097019569,0.543,0.381,1,NO
Gm12251,0.714531207,0.096950334,0.329,0.27,1,NO
Gm5160,0.733755666,0.096785063,0.153,0.083,1,NO
Tmem218,0.401716175,0.096743155,0.412,0.243,1,NO
Ccdc90b,0.072550348,0.096698068,0.727,0.529,1,NO
Cgrrf1,0.162340262,0.096606532,0.723,0.516,1,NO
Adam9,0.158068877,0.096480596,0.718,0.581,1,NO
Rpl13-ps2,0.760483975,0.096416332,0.11,0.041,1,NO
Vamp4,0.00192337,0.09616352,0.944,0.836,1,NO
Ap3s1-ps2,0.63485518,0.096133089,0.23,0.135,1,NO
Gm20377,0.753405095,0.096026888,0.146,0.061,1,NO
Gm10045,0.806905171,0.096026888,0.126,0.038,1,NO
Hps5,0.003998605,0.096018044,0.973,0.923,1,NO
Tsr1,0.182913058,0.095979013,0.642,0.511,1,NO
Camkk2,0.045069435,0.095948159,0.854,0.662,1,NO
Gabarapl2,0.002444894,0.095834464,0.968,0.896,1,NO
Gm3839,0.656438547,0.09573628,0.277,0.252,1,NO
Prdx3,0.085355855,0.095696046,0.741,0.489,1,NO
Khsrp,0.063444373,0.095664533,0.86,0.712,1,NO
Gm12182,0.653589837,0.095611912,0.205,0.169,1,NO
Phex,0.651339839,0.095443485,0.223,0.239,1,NO
Gm8543,0.621093588,0.095397023,0.2,0.135,1,NO
Gm34832,0.647455656,0.095368348,0.324,0.227,1,NO
Cited2,0.07597131,0.095224299,0.77,0.599,1,NO
Sptbn2,0.004328506,0.095162003,0.953,0.912,1,NO
Fasn,0.165294362,0.095024177,0.779,0.57,1,NO
Has1,0.398506026,0.095007976,0.257,0.221,1,NO
Smek1,0.107313048,0.094991044,0.854,0.743,1,NO
Gm6316,0.747056396,0.094836337,0.273,0.223,1,NO
P3h2,0.114369374,0.094800582,0.669,0.444,1,NO
Gm5582,0.74932215,0.094762923,0.135,0.101,1,NO
Ino80d,0.037737038,0.09474985,0.745,0.615,1,NO
Gpr155,0.034070001,0.094676096,0.653,0.462,1,NO
Cdc40,0.181232808,0.094660882,0.755,0.586,1,NO
Ngdn,0.036998181,0.09457763,0.725,0.507,1,NO
Fkbp5,0.313119465,0.094453461,0.649,0.554,1,NO
Med19,0.115420469,0.094446415,0.64,0.473,1,NO
Ube2r2,0.002700025,0.094356209,0.957,0.849,1,NO
Nus1,0.166868763,0.09420894,0.739,0.509,1,NO
Gm30778,0.748270878,0.093843787,0.101,0.106,1,NO
Gm14251,0.821834836,0.09380151,0.128,0.027,1,NO
Gm7993,0.639970223,0.093763836,0.232,0.209,1,NO
Aprt,0.052153219,0.09368716,0.791,0.545,1,NO
Gm6883,0.74791383,0.093498848,0.11,0.041,1,NO
Pi4k2a,0.023322253,0.093468168,0.905,0.804,1,NO
Stoml2,0.061706017,0.093388625,0.788,0.565,1,NO
Psma6,0.023145831,0.093338406,0.923,0.75,1,NO
Gm14046,0.654393693,0.093276683,0.209,0.151,1,NO
Lyplal1,0.285467762,0.093163591,0.275,0.146,1,NO
Ap3m1-ps,0.713390707,0.093109404,0.137,0.115,1,NO
Lrp6,0.01388846,0.092810755,0.833,0.671,1,NO
Gm2961,0.761533809,0.092746508,0.099,0.106,1,NO
C2cd3,0.161985768,0.092745751,0.655,0.523,1,NO
Mark2,0.011263221,0.092714122,0.919,0.786,1,NO
02-Mar,0.03547657,0.092418638,0.899,0.739,1,NO
Ran,0.003310257,0.09240189,0.959,0.863,1,NO
Trim50,0.694058527,0.092304104,0.227,0.218,1,NO
Gm7859,0.832482819,0.092216371,0.239,0.146,1,NO
Gm31709,0.693256437,0.091995784,0.144,0.083,1,NO
Ccdc40,0.533047743,0.091851527,0.3,0.23,1,NO
Gm4950,0.652319826,0.091755397,0.214,0.162,1,NO
Gm9619,0.592346696,0.091630475,0.239,0.18,1,NO
Wdr53,0.416810124,0.09159168,0.383,0.264,1,NO
Rnasel,0.347887833,0.091519553,0.423,0.324,1,NO
Txnl4a,0.000113055,0.091460523,0.971,0.883,1,NO
Raly,0.089610964,0.09132389,0.745,0.624,1,NO
Calm1,7.36E-08,0.091189184,1,1,0.002961139,NO
Arf3,0.002735493,0.091147888,0.977,0.883,1,NO
08-Mar,0.028261352,0.091105757,0.788,0.653,1,NO
Gm7846,0.746632998,0.091024174,0.106,0.056,1,NO
Rnf44,0.09713246,0.090787253,0.784,0.554,1,NO
Mpv17,0.084618107,0.090589279,0.851,0.768,1,NO
Hspe1-rs1,0.124771674,0.090433466,0.606,0.376,1,NO
Gm10108,0.668518335,0.090374437,0.155,0.092,1,NO
Bid,0.340869685,0.090290685,0.516,0.356,1,NO
Gm12976,0.529776055,0.090197809,0.187,0.214,1,NO
Fam207a,0.077006781,0.09017357,0.739,0.579,1,NO
Gm15694,0.817866562,0.089860613,0.214,0.126,1,NO
Slc16a2,0.497816877,0.089823302,0.414,0.324,1,NO
Sin3a,0.034482648,0.089793498,0.802,0.626,1,NO
Gm15032,0.745110407,0.08974517,0.14,0.054,1,NO
Pgbd1,0.420548898,0.089611308,0.153,0.135,1,NO
Ikbkb,0.060730225,0.089582604,0.795,0.547,1,NO
Ptpro,0.082533496,0.0895026,0.815,0.64,1,NO
Ehmt2,0.071002323,0.089417358,0.838,0.651,1,NO
Rpl22l1,0.002027347,0.089319502,0.975,0.833,1,NO
Gatc,0.112357979,0.089262616,0.788,0.581,1,NO
Klhdc8b,0.113018514,0.089122717,0.707,0.491,1,NO
Mrpl43,0.041328377,0.089118703,0.777,0.554,1,NO
Ube2k,0.001911085,0.088831851,0.989,0.923,1,NO
Ahcyl1,9.90E-05,0.088810564,0.984,0.912,1,NO
Gm8330,0.624320443,0.088602604,0.2,0.142,1,NO
Gm4786,0.694158127,0.088536675,0.122,0.059,1,NO
Ppig,0.003181623,0.088529037,0.973,0.883,1,NO
Flot1,0.023100114,0.088499039,0.811,0.653,1,NO
Sumo1,0.004486511,0.088429565,0.977,0.881,1,NO
Pdpr,0.018319116,0.08813091,0.827,0.75,1,NO
Gm11839,0.728319221,0.088098866,0.104,0.077,1,NO
1110018N20Rik,0.298815999,0.088012275,0.419,0.345,1,NO
Gm10608,0.638319126,0.087936866,0.446,0.331,1,NO
Alkbh7,0.130702997,0.08771663,0.563,0.374,1,NO
Cyp3a13,0.780948545,0.087628907,0.101,0.097,1,NO
1700034H15Rik,0.720340826,0.087462841,0.135,0.095,1,NO
Gm10224,0.733776056,0.087462841,0.122,0.059,1,NO
Tex30,0.513383529,0.08732389,0.473,0.349,1,NO
Ado,0.84212924,0.087251194,0.552,0.423,1,NO
Gm5457,0.60194511,0.086877451,0.286,0.216,1,NO
Vcp,0.000370211,0.086816346,0.982,0.935,1,NO
Keap1,0.071748089,0.086808177,0.678,0.518,1,NO
Arhgef33,0.768964888,0.086705322,0.212,0.158,1,NO
Pex2,0.308025417,0.086653433,0.655,0.394,1,NO
1190007I07Rik,0.28219345,0.086618275,0.414,0.295,1,NO
Sf3b6,0.010174279,0.08660764,0.928,0.718,1,NO
Gm3534,0.495553143,0.086566559,0.419,0.349,1,NO
A230051N06Rik,0.239528386,0.086539579,0.399,0.248,1,NO
Mir744,0.741800735,0.08653675,0.113,0.081,1,NO
Gm7613,0.696228509,0.086508993,0.2,0.101,1,NO
Ttc26,0.079118819,0.086451101,0.595,0.471,1,NO
Flii,0.230740702,0.086437346,0.775,0.673,1,NO
Stk16,0.057853912,0.08635373,0.797,0.572,1,NO
Gm11658,0.563665729,0.08631778,0.214,0.146,1,NO
Pex11a,0.819438341,0.086304924,0.23,0.113,1,NO
Gm6043,0.753158761,0.086242508,0.115,0.056,1,NO
Chtop,0.033250736,0.0861546,0.881,0.673,1,NO
Gm5830,0.557735434,0.085480803,0.252,0.178,1,NO
Snord100,0.704530574,0.085332054,0.153,0.104,1,NO
Npnt,0.544709906,0.085325374,0.471,0.3,1,NO
Gm31328,0.595935202,0.085202323,0.218,0.153,1,NO
Gm14292,0.709179965,0.084888898,0.117,0.074,1,NO
Gm32898,0.72003803,0.084888898,0.117,0.083,1,NO
Gm6341,0.703778036,0.084888898,0.146,0.068,1,NO
Fbxw4,0.04087353,0.084879083,0.849,0.714,1,NO
Cope,0.004045073,0.084819117,0.959,0.858,1,NO
Kmt2c,0.006529775,0.084802145,0.984,0.935,1,NO
Fkbp8,0.000283063,0.084778926,0.977,0.908,1,NO
Gm7253,0.622528748,0.084722679,0.16,0.108,1,NO
Gm10232,0.46804517,0.084569823,0.34,0.268,1,NO
Dcaf13,0.165708862,0.084546784,0.705,0.541,1,NO
Tbc1d20,0.0701046,0.084454273,0.613,0.475,1,NO
Gm34810,0.579445326,0.08429493,0.282,0.173,1,NO
Dnajb11,0.071486119,0.084269563,0.847,0.651,1,NO
Dhrs11,0.30855426,0.084213004,0.342,0.239,1,NO
Acad11,0.249366412,0.084185075,0.39,0.241,1,NO
Rpsa-ps11,0.705298485,0.084181087,0.106,0.047,1,NO
Ankrd49,0.243212898,0.084118089,0.378,0.25,1,NO
Rassf8,0.141793423,0.083976151,0.615,0.459,1,NO
Acadvl,0.095041703,0.08396835,0.867,0.642,1,NO
Dnajc19-ps,0.61841477,0.083962311,0.203,0.124,1,NO
Slit1,0.265643356,0.083924142,0.466,0.32,1,NO
Lactb2,0.229617952,0.083825932,0.532,0.354,1,NO
Ubald1,0.00883567,0.083820924,0.876,0.705,1,NO
Dnlz,0.050788012,0.083795544,0.8,0.545,1,NO
Rnf144a,0.378204036,0.083795289,0.385,0.257,1,NO
Eif1b,0.00085631,0.083726595,0.964,0.874,1,NO
Gm13050,0.620718609,0.083540696,0.196,0.106,1,NO
Uvrag,0.008927258,0.083199408,0.905,0.8,1,NO
Ccdc55,0.115991198,0.083088678,0.66,0.453,1,NO
Gm9844,0.349220975,0.082770791,0.48,0.385,1,NO
Gm2767,0.745827963,0.082625057,0.133,0.032,1,NO
Tspan17,0.223540969,0.082555759,0.509,0.342,1,NO
Gm2193,0.551773903,0.08246216,0.252,0.212,1,NO
1700061G19Rik,0.427444814,0.082394862,0.309,0.275,1,NO
Gm30212,0.469103499,0.082327675,0.293,0.27,1,NO
Gm15387,0.68283872,0.082305303,0.14,0.095,1,NO
Ccdc148,0.171099387,0.082173557,0.678,0.552,1,NO
Kif3b,0.018533807,0.081711717,0.768,0.631,1,NO
Nubp1,0.160661302,0.081453635,0.581,0.417,1,NO
Fbxw8,0.056251781,0.081425071,0.824,0.646,1,NO
Gm18859,0.593840146,0.081339627,0.151,0.11,1,NO
Gm14269,0.525119824,0.081328055,0.419,0.311,1,NO
Arid5b,0.007265549,0.081303529,0.876,0.755,1,NO
Gm6745,0.577368089,0.081232765,0.248,0.077,1,NO
Gm9892,0.309795067,0.081071611,0.516,0.417,1,NO
Csf2ra,0.049410881,0.081003431,0.725,0.631,1,NO
Cfhr3,0.625927082,0.080968842,0.176,0.164,1,NO
Pomc,0.688762593,0.080881702,0.18,0.097,1,NO
Gm7488,0.497769221,0.080876781,0.232,0.185,1,NO
Ncan,0.095835419,0.080842464,0.66,0.489,1,NO
Foxj2,0.132594721,0.08060561,0.619,0.462,1,NO
Emg1,0.01457586,0.080570704,0.745,0.559,1,NO
Sf3a2,0.042007773,0.080513048,0.68,0.48,1,NO
Rasa2,0.018236106,0.080473121,0.887,0.757,1,NO
Eif3l,0.028563329,0.080450479,0.755,0.574,1,NO
Gm32288,0.578107326,0.080418682,0.3,0.275,1,NO
Gm20267,0.711008916,0.080329815,0.104,0.077,1,NO
Gm6061,0.56078507,0.0803261,0.252,0.232,1,NO
Psmb2,0.001499083,0.080254104,0.977,0.878,1,NO
Gm7198,0.659972833,0.080170349,0.115,0.086,1,NO
Amz2,0.1844049,0.08015016,0.635,0.421,1,NO
Gm10364,0.644005649,0.080031334,0.241,0.155,1,NO
Pdrg1,0.087409328,0.080030241,0.752,0.529,1,NO
Nolc1,0.086105102,0.07993551,0.732,0.57,1,NO
Gm8253,0.680258656,0.079923544,0.115,0.061,1,NO
Ift22,0.075401952,0.079882673,0.637,0.444,1,NO
Gm9514,0.695181024,0.079759851,0.113,0.056,1,NO
Pdxdc1,0.009994728,0.079697088,0.93,0.822,1,NO
Gm8100,0.671366237,0.079480064,0.203,0.209,1,NO
Dkc1,0.237550839,0.079378421,0.579,0.396,1,NO
4930562F17Rik,0.597109248,0.07928891,0.372,0.266,1,NO
Myh14,0.497100168,0.078886979,0.288,0.227,1,NO
Blvra,0.088133091,0.078872024,0.716,0.509,1,NO
Dkk3,0.405072105,0.078759901,0.482,0.331,1,NO
Tyro3,0.302373532,0.078721275,0.363,0.275,1,NO
Gm10136,0.706375284,0.078688889,0.162,0.115,1,NO
Gm4034,0.631654994,0.07863251,0.128,0.081,1,NO
Gm19985,0.652719119,0.07863251,0.135,0.081,1,NO
Esd,0.114185947,0.078608082,0.851,0.653,1,NO
Trafd1,0.023432269,0.078525635,0.959,0.878,1,NO
Fkbp1a-ps1,0.54329219,0.078517209,0.245,0.239,1,NO
Specc1,0.023438137,0.078470932,0.921,0.795,1,NO
4931406C07Rik,0.339951924,0.078449815,0.505,0.313,1,NO
Gm7868,0.623578662,0.078304995,0.144,0.095,1,NO
Nup160,0.135140129,0.077909359,0.597,0.475,1,NO
Gm7666,0.176204897,0.077854778,0.601,0.459,1,NO
Apbb2,0.005970548,0.077573212,0.903,0.822,1,NO
4930519G04Rik,0.702979858,0.077568553,0.144,0.077,1,NO
Mif,0.000146784,0.077486804,0.982,0.935,1,NO
Ubap1,0.054586686,0.077333466,0.883,0.732,1,NO
Dip2b,0.000940484,0.077032533,0.968,0.919,1,NO
Pantr2,0.337059439,0.07702242,0.36,0.239,1,NO
Gm3809,0.408824056,0.076961982,0.311,0.239,1,NO
Snrpa,0.050071723,0.076751492,0.849,0.667,1,NO
Crcp,0.346050782,0.076728483,0.597,0.446,1,NO
Gm6501,0.678381064,0.076714966,0.144,0.108,1,NO
Rab5a,0.032654283,0.076625807,0.905,0.768,1,NO
Phactr2,0.377623419,0.076434309,0.577,0.412,1,NO
Tacc1,0.000695627,0.076368978,0.971,0.93,1,NO
Plcl2,0.001081572,0.076265815,0.964,0.921,1,NO
Gm16412,0.577060747,0.076235586,0.189,0.124,1,NO
Gm35622,0.097404645,0.076111328,0.597,0.453,1,NO
Gemin7,0.037973637,0.075725046,0.752,0.514,1,NO
Slc39a5,0.735511244,0.0754902,0.243,0.169,1,NO
Gm8483,0.500619756,0.075381812,0.212,0.149,1,NO
Zkscan16,0.061145872,0.0753206,0.491,0.374,1,NO
Smt3h1-ps,0.683392678,0.075235766,0.101,0.045,1,NO
Gm7832,0.361324328,0.07498704,0.419,0.356,1,NO
Gm29728,0.670174687,0.074923119,0.106,0.052,1,NO
Myo15b,0.156531197,0.074910831,0.421,0.315,1,NO
Atp5c1,9.72E-06,0.074799622,0.989,0.923,0.390997452,NO
Srp19,0.017864156,0.074741031,0.921,0.725,1,NO
Gm34907,0.360301156,0.074680938,0.196,0.119,1,NO
Gm11769,0.599705418,0.074623834,0.11,0.09,1,NO
Gm4575,0.467537103,0.074136422,0.209,0.167,1,NO
Tnks2,0.004263364,0.073979841,0.937,0.827,1,NO
Susd6,0.022667817,0.073834042,0.818,0.703,1,NO
Agl,0.047946818,0.073776379,0.678,0.57,1,NO
Anapc2,0.03219117,0.073405464,0.851,0.698,1,NO
Seh1l,0.057046418,0.073285944,0.642,0.489,1,NO
Gm6222,0.579065366,0.07319588,0.216,0.149,1,NO
Insig1,0.096754786,0.073147129,0.563,0.437,1,NO
Gm8318,0.454144092,0.072967872,0.27,0.203,1,NO
Utp6,0.047779533,0.072678135,0.574,0.437,1,NO
Gm5900,0.890720427,0.072677504,0.239,0.18,1,NO
Spcs1,0.000380334,0.072505655,0.959,0.84,1,NO
Cd164l2,0.35144999,0.072482754,0.248,0.178,1,NO
Gmppb,0.31493215,0.072355589,0.32,0.212,1,NO
Spata2,0.373293263,0.072304789,0.556,0.367,1,NO
6330416G13Rik,0.569890682,0.072191775,0.477,0.252,1,NO
Gm15432,0.451439864,0.072029686,0.284,0.261,1,NO
Acot9,0.15430523,0.071846877,0.619,0.448,1,NO
Zfp775,0.300103621,0.071729189,0.275,0.171,1,NO
Tbcel,0.018836322,0.071688255,0.822,0.649,1,NO
Vcp-rs,0.086263822,0.071569254,0.741,0.61,1,NO
Gm5801,0.589328458,0.071462363,0.153,0.108,1,NO
